tweet_id,created_at,text,response_text
1670756,2017-10-17 15:27:48+00:00,"@AmericanAir After 27 days w/o power, water, etc I hop on a short biz trip SJU-MIA and I get a complimentary upgrade. Life is good! Thank u!","@508590 We're glad to spend a little time pampering you, Joey. Thank for flying with us this morning!"
1662823,2017-10-17 15:28:24+00:00,@AmericanAir Your team at the gate kept calling me name! Thx for your patience! They were so gracious when I boarded! Gate 45 JFK to LAX. Great team!,@507022 Thanks for the shout out for our team at JFK. We'll forward your praises on over for the job well done.  #AATeam
1668263,2017-10-17 15:29:05+00:00,@AlaskaAir Not so fast @AlaskaAir... I've been waiting for my email to load for over 10 minutes and many passengers complaining about wifi not working,@454833 We're very sorry for any troubles. What flight number? We'll share your concerns with our friends @116462 ~Angel
1673507,2017-10-17 15:29:23+00:00,@AmericanAir Guess I'm spoiled n just expect that ur cross country planes have power ports or usb. Flying back to 2006 today. 👎🏼No business,"@509233 Most, but not all of our flights are equipped with power ports. We're working to update the rest as fast as we can."
1756730,2017-10-17 15:35:36+00:00,"Which of our partners should you fly with next? 
Screenshot to discover your flight fortune. 🔮 
#TravelTuesday https://t.co/YCU9jtWE2P",@151271 I am going on Delta !! @Delta in two weeks from KBOS to KCVG I am @AmericanAir traveler . They have no non stop :(
1673494,2017-10-17 15:36:17+00:00,"Close up of the front section of an @AmericanAir Dreamliner departing Dublin this morning. @462910 #avgeek #potn
https://t.co/8ORHSQQRaZ",@203194 We're happy to have you along for the ride across the pond this morning.
783006,2017-10-17 15:39:44+00:00,"""We're still waiting to hear from our maint crew.."" - @AmericanAir
And we're supposed to take off in 6 min? ANOTHER DELAY. AA IS THE WORST!",@AmericanAir Annnnnnd @AmericanAir with the 30 minute delay. But of course they won't do a thing for the customers they're fucking over.
782973,2017-10-17 15:42:25+00:00,@AmericanAir Thanks for responding though it's the first amount of respect I have received from your airline today.,"@306900 It sounds like you've got a Basic Economy fare, extra discounted, with extra restrictions. https://t.co/MKvFFVWJdz"
783008,2017-10-17 15:42:33+00:00,@460 @AmericanAir abusing and exploiting seniors with health issues. @306903 @5491. Station manager hiding in his office,@306902 American Airlines does not tolerate discrimination of any kind. Please follow and DM the info we requested.
1677637,2017-10-17 15:46:41+00:00,@AmericanAir Why does the Eagle product only accept cash in the cabin but mainline is card only?,"@510283 We can understand your frustration and are sorry for the inconvenience this caused, Eric."
1677603,2017-10-17 15:50:55+00:00,@AmericanAir just said TOO BAD ASSHOLE WE ALREADY HABE YOUR MONEY,@306902 We'd need more info via DM. Please let us know details and your record locator.
1673493,2017-10-17 15:53:03+00:00,"@AmericanAir I'm sure it was great, but I was actually standing on a hill watching 🤔",@203194 @AmericanAir Obviously @AmericanAir needs to invite @203194 aboard for a little spin across the pond 👍
1829899,2017-10-17 15:54:18+00:00,@AmericanAir guys flight 2416 is delayed 2.5 hours because of a flat tire...not cool.,"@549123 We appreciate your patience with the wait. Our team will attend the issue, and get you rolling out for take-off as soon as possible."
1673495,2017-10-17 15:54:29+00:00,@203194 @AmericanAir Obviously @AmericanAir needs to invite @203194 aboard for a little spin across the pond 👍,"@184099 @AmericanAir This one went to Chicago, just let me know and I'll sort out some annual leave. https://t.co/nu47okFq7o"
1648971,2017-10-17 15:54:40+00:00,@274150 @AmericanAir Usually means they already gave your seat away to someone else.Cheaper for them to strand you and shrug their shoulders than pay a volunteer,@261651 @AmericanAir Exactly! 😡😡... thank God I made it to my destination 15 hours later
1681734,2017-10-17 15:54:53+00:00,"@AmericanAir 
and if so how it would be 
credited back.  Thanks so much for     your help!  Kind Regards,  Terri",@511294 We're glad that you were able to get out of the storm. Please send your request for a refund here: https://t.co/xM8Vkc7BvM
1673496,2017-10-17 15:57:08+00:00,"@184099 @AmericanAir This one went to Chicago, just let me know and I'll sort out some annual leave. https://t.co/nu47okFq7o","@203194 @AmericanAir File it under ""Research"". ;)"
782983,2017-10-17 15:57:33+00:00,@AmericanAir You guys master in delays and lead the league in frustration. What's the deal with AA72?,@306901 Our maintenance team is finishing us preparing for departure and then we'll be on our way. We'll do our best to make up for lost time.
782965,2017-10-17 15:59:19+00:00,"@AmericanAir I have been hearing that story for two years #newplaneeveryweek. I fly twice a wk, every wk: not seeing it",@145082 Here's a great link with all the new planes that are in service now: https://t.co/Cqtk8kHZip
1677624,2017-10-17 15:59:53+00:00,"@AmericanAir why do you keep changing the times of my flight, I wanna be on vacation for as long as possible now it's cut short",@510281 Please let us know if we can help to extend it on the other end for you.
1829836,2017-10-17 16:00:45+00:00,@AmericanAir we’ve been sitting on the ground for over two and half hours. At least give us drinks and snacks or something?,@AmericanAir Need better customer care!
1829835,2017-10-17 16:01:07+00:00,@AmericanAir Need better customer care!,"@549103 We're sorry for your delay, Andrew. Once we're airborne, our crew will come by and offer drinks and food. Thanks for hanging in there!"
1681724,2017-10-17 16:08:39+00:00,@AmericanAir - Is AA878 due to return anytime soon? SXM needs the tourism.,"@414213 We have daily flights from Miami, Justin. You can make an easy connection there."
1681727,2017-10-17 16:09:13+00:00,Hi @AmericanAir - would I be allowed to rebook/cancel a flight without charge if you've changed my schedule to a flight 8 hours earlier?,"@511292 We'd be happy to take a closer look at your reservation, so we can answer your question better. Please DM your record locator."
782986,2017-10-17 16:09:26+00:00,@AmericanAir  https://t.co/Kh9syzXRdH,@306901 You should be in the air very soon. Thanks so much for your patience.
1686668,2017-10-17 16:11:02+00:00,"Hey, @AmericanAir. Where is everyone?  😊 We're going to spend a lot of time together today. AA130, AA94. ✈️ https://t.co/DqQcmk95pD",@131501 We're so excited for our travel day together! We hope you have a fantastic trip.
1681731,2017-10-17 16:11:09+00:00,@AmericanAir This is ridiculous. Board &amp; get off plane 2 wait. 2.5 hrs with no resolution.Missed meetings and I paid $600 4 flight 1k6t024 https://t.co/21fIjM35re,"@511293 Safety is always our top priority and we're truly sorry for the delay, we'll have you on your way as quickly as we can."
1829490,2017-10-17 16:15:16+00:00,@549001 @AmericanAir That’s about all they do anymore...  gone are the days of recognizing our loyalty with exceptional service.  Now we’re lucky to get a grunt.,@261651 @AmericanAir @AmericanAir is batting 100 today! They took my bag to my departure airport rather than my destination! 🙄 third bag issue I’ve had with American!
1677623,2017-10-17 16:16:50+00:00,@AmericanAir Confused about how? Booker airfare already from you guys,"@510281 Please send a DM our way with the record locator, and we'll take a look at what's going on."
1686623,2017-10-17 16:17:38+00:00,@AmericanAir. Can you guess this skyline? https://t.co/0kH37zN73n,"@211680 We'd love to guess, but having the inside track is kind of cheating, no? #WeSeeYou"
1686617,2017-10-17 16:18:36+00:00,Great view of Chicago on our approach to ORD. Thanks @AmericanAir for a great flight from Austin. https://t.co/sSr598QLMw,@512251 There's nothing like that #WindyCity view! Thanks for letting us take a peek out of your window.
1686594,2017-10-17 16:23:42+00:00,Heading2Chitown 4 @176804 @117118 @128832 #NLCSGame3 thx 2 @AmericanAir @20481 @115911 #LuckOfTheRays @25410 #CubsHero #RaysUp https://t.co/5mtfeQyLMI,"@192417 It should be a great game and we're thrilled to have you on board with  us, Jason. Have a great trip!"
1686579,2017-10-17 16:24:39+00:00,@AmericanAir worst airline ever. Will not let employees fly on ever again. New Corp policy: fly different airline even if more expensive,"@512242 We don't want you to have that impression of us. If you're needing assistance, please follow and share your details in DMs."
1683145,2017-10-17 16:25:16+00:00,"@AlaskaAir Thanks, Maeghan! Damian who works for your customer service line definitely made our experience.",@511616 Thank you so much for sharing this with us! -Maeghan
782990,2017-10-17 16:28:09+00:00,@AmericanAir Departure time update to 2 minutes ago. Y'all are just playing games now. What are y'all smoking? https://t.co/3L812b9YkC,"@AmericanAir Oh hey, pushed back another 30 minute! Thanks @AmericanAir you shouldn't have."
1686566,2017-10-17 16:28:22+00:00,"@AmericanAir I NEED HELP! Been on hold for 1 hour with customer service, calling about my flight tomorrow!!! Any other contact methods????",@512237 We'd be happy to see what we can do. What's going on?
1686564,2017-10-17 16:32:04+00:00,@AmericanAir Trying to check in for flight for tomorrow and am getting an error message saying I can’t and have to do it in person. Is something wrong?,"@512237 Please DM your record locator, and we'll take a peek."
1691083,2017-10-17 16:35:00+00:00,Make no mistake. There is a HUGE difference flying with @AmericanAir than with @Delta. My $ will go to AA every chance I get.,@413774 We look forward to our many #AAdventures to come! #feelingthelove
1686622,2017-10-17 16:38:59+00:00,@AmericanAir Too funny!,"@211680 *brushes shoulders* We try, we try."
1691080,2017-10-17 16:39:28+00:00,"Before group 5 had even halfway boarded, overhead space was gone and bags had to be gate checked. @AmericanAir that's pathetic.","@513369 We ask each customer to stow only one item overhead, allowing others behind some space too."
1691078,2017-10-17 16:40:23+00:00,Had to fly @AmericanAir today. Makes me miss @Delta. #NoScreens #OldPlane #MissionaryLife,"@513368 Check the seat back pocket for info, Michael. Many of our non-screen flights have wireless streaming available."
1188995,2017-10-17 16:41:03+00:00,@399581 @399579 @AmericanAir @390316 Prolly cuz she was belligerant and acting entitled and they wanted to get in the air already,@399583 @399581 @399579 @AmericanAir @390316 Kind of like what you are all the time? Smells like you're assuming. You guys never have facts.
1691019,2017-10-17 16:49:02+00:00,Definitely digging the curbside drop off w/ @144994 rental to @AmericanAir terminal at  @151271. #WeTryHarder,@438260 Now it's time to check out our wheels!
1690955,2017-10-17 16:50:08+00:00,Thanks to the @AmericanAir pilots &amp; crews of AA1224 &amp; AA1561 for getting everyone from KC to Dallas &amp; Dallas to Austin safely. 👌🏾👍🏾👊🏾 https://t.co/42g2lTpdvL,@115928 *high fives* We do our best to impress and we're always happy to take the best care of our #greAAtestflyers!
1691009,2017-10-17 16:50:55+00:00,@AmericanAir how can your company justify $200 fee to change a flight 3 months in advance? Seriously what happened to customer service?,"@513350 We offer a variety of fares to choose from, some have an added cost and some don't."
1677602,2017-10-17 16:52:04+00:00,@AmericanAir What's a DM. I'll send it if you tell me @135450 @460 @68066 seniors are easy prey,@306902 A DM is a private message which allows you to write as much as you'd like and it's secure. Please meet us there with the info we requested.
1691008,2017-10-17 17:00:21+00:00,@AmericanAir Of course you do. How is $200 per ticket (3) justified to change a time the same day months in advance good customer service?,"@513350 For non-refundable tickets, there is a charge to change."
782997,2017-10-17 17:00:49+00:00,@AmericanAir So who to contact to refund me bc this trip is moot? I missed the window I needed to be there. Taking flight in vain now bc of AA delays.,"@306901 If you're no longer traveling, please send a message via DM, and we'll check on a refund for you."
1695940,2017-10-17 17:03:10+00:00,"The @AmericanAir terminal at ORD is decked out to #FlyTheW, hopefully bringing good luck to our @176804! 🐻⚾️💙 https://t.co/22TeRf4apx",@131501 We hope it brings good luck too! We love seeing the terminal all decked out like this.
1695917,2017-10-17 17:06:02+00:00,"Sitting at the @AmericanAir Flagship dining at JFK, preparing for my @123555 flight, and thinking of @163646 who loves this flight.",@396739 We hope you're enjoying Flagship First Dinning! Have a fantastic flight.
1702351,2017-10-17 17:10:04+00:00,@AmericanAir I purchased biz class SEA-MGA last night and can't seem to find fare rules in email or online. Any suggestions?,"@516120 Our Reservations team will be happy to discuss the fare rules with you so please give them a call at 800-433-7300, Scott."
1702319,2017-10-17 17:10:46+00:00,@AmericanAir it's a slap in the face of gold members to have uniformed employees flying on our plane board before us.,@516111 Our team will have everyone on board and on our way as quickly as possible and we appreciate your feedback.
1695944,2017-10-17 17:13:02+00:00,"@AmericanAir Interesting, because BA lets me select a  seat, and go through checkout, and then rejects it  Oh well!  Thanks for the quick response!","@514515 You'll be able to select seats at check-in, Wendy. Have a great afternoon!"
1677626,2017-10-17 17:13:16+00:00,@AmericanAir Won't let me DM you,@510281 We'll send one your way to get started.
1702345,2017-10-17 17:13:41+00:00,"@AmericanAir alguien tenía un mal día que trató con brutalidad mi maleta 😢, era mi favorita 😡 https://t.co/wx8dENaHbs",@516118 We're sorry your bag was damaged while in transition. Please file a claim in person at the airport before leaving.
1691011,2017-10-17 17:15:26+00:00,@AmericanAir $200 is absolutely ridiculous. I purchase at least 12 tickets a year from AA I guess I should look into Southwest. Fool me once.,@513350 We do offer fares with more flexibility if you're frequently needing to make changes.
1702316,2017-10-17 17:16:17+00:00,"I spy the best retro livery in the business! 

#Astrojet #AvGeek @AmericanAir @129841 https://t.co/GUGWSj9odw","@431594 That's an oldie, but a goody. Thanks for taking us down memory lane!"
1691082,2017-10-17 17:18:51+00:00,@AmericanAir As am I! Hope you begin serving BZN other than seasonal direct flights to Dallas.,@413774 You never know what new service we'll offer next!
1742768,2017-10-17 17:22:16+00:00,6 months old on a United flight from O'Hare to Pittsburgh. https://t.co/S9p8yRnJTY,"@525692 4 years old. B707 from Tulsa, OK to LAX via DFW on @AmericanAir"
1702313,2017-10-17 17:22:28+00:00,Just spotted two more @AmericanAir heritage liveries at DFW today ... The first is easy but who's geeky enough to name both? (Press photos) https://t.co/AFQiD0zZBo,"@208052 Do we get to guess, James? #HandsUp  #WeKnowWeKnow"
1702310,2017-10-17 17:22:44+00:00,"@AmericanAir makes planning a trip so easy. now the question is, where to go??","@516110 We can take you to the sun, the sand, or the snow! Got a dart board and a map?"
1830454,2017-10-17 17:24:22+00:00,I've taken 5 flights in the last week with @AmericanAir &amp; sadly each one of them has had extensive delays..why can't y'all get it together?,@338643 Our goal is always to get you to your destination on time. Please follow and DM your record locator and we'll take a closer look.
1702315,2017-10-17 17:26:34+00:00,"@AmericanAir Never ever repaint her, okay?","@431594 We can't make any promises, but for the time being, she's here to stay!"
1707413,2017-10-17 17:26:36+00:00,s/o to @AmericanAir for fixing my layover issue + now i get to visit texas for like an hour. is it saturday yet💃🏼😅😩,@507049 We're always here for you and happy to do what we can!
1707401,2017-10-17 17:27:27+00:00,@AmericanAir wait 10 mins before boarding to notify a long delay when other flight websites have shown this delay for over 2 hrs. Unacceptable. Going to miss transatlantic connection.,@517424 Communication is key and we always want to keep you updated with what's going on. Please follow-up in DM.
1830633,2017-10-17 17:28:28+00:00,@122524 @116450 @AmericanAir @Delta @VirginAmerica The @116450 EE singled out my sister to tell her that he would have her ARRESTED if she didn’t put her book and wallet in her bag,"@549336 Depending on the ticket and plane type, each customer is welcome to bring along a bag for the overhead bin, and one item for under the seat."
1707385,2017-10-17 17:31:18+00:00,Thx @AmericanAir for stealing 178K miles from my acct &amp; asking $1200 to reinstate #AmericanAirlinesShouldBeAshamed https://t.co/tTAtSvmq0d,"@517418 We'd like to take a closer look at this and need some more info to do so, please follow up via DM with your AAdvantage number."
1707356,2017-10-17 17:32:32+00:00,"@AmericanAir SXM open for business.  Where are the flights?? 
https://t.co/xMqLJPu6Ur",@414213 We have limited service operating to and from SXM right now.
1707341,2017-10-17 17:32:56+00:00,@AmericanAir Even if I'm not drop off any bag? Thank you :),"@517412 If the second bike box is under 62 linear inches and 50 pounds, it can take the place of your first checked bag."
1707375,2017-10-17 17:34:21+00:00,@AmericanAir flew #AA979 #N953AN on the 13th. Aircraft appeared to have some flap damage on both sides? There was a quadrant shaped hole!,@306190 Safety will always be our top priority. Please share your record locator and any additional info in DM.
1707350,2017-10-17 17:39:03+00:00,"@AmericanAir Are there plans to change by December? Trying to book flights, and no one is giving a clear answer","@414213 As of now, we're still still just looking at the one flight a day from MIA. If that changes, we'll make an announcement."
1711583,2017-10-17 17:41:07+00:00,"Leaving California on @AmericanAir &amp; checking to see if @518460 is in the ""Economy"" section w/me today 😎 https://t.co/c4IWE0pjyz",@518459 You never know who you'll find on board our planes!
1188996,2017-10-17 17:42:08+00:00,"@399579 @AmericanAir @390316 Short flight usually sell out fast. She knew about wedding &amp; waits till the last min. to book ticket? Can't get seat she wants, who's fault?",@399581 @AmericanAir @390316 That doesn't answer my question. And I'm not sure where you're getting your details. Who said she waited to book the ticket? She changed her
1544450,2017-10-17 17:42:29+00:00,@AmericanAir Really want to help?  Refund the money we had to pay for terrible airplane food,@478391 We always want your experience with us to be excellent. We'd love another chance in the future to leave you with a better impression!
1707349,2017-10-17 17:44:39+00:00,@AmericanAir Will I be able to change flight back to direct if it becomes available? Plans were made a week ago when flights were still there.,@AmericanAir Thank you for finally responding with affirmation.
1707351,2017-10-17 17:45:07+00:00,@AmericanAir Thank you for finally responding with affirmation.,"@414213 If you see a direct flight become available, send us a DM here with your record locator code, and we'll take a look at changes for you."
1707353,2017-10-17 17:46:48+00:00,@AmericanAir Thank you!,@414213 You're welcome!
1711537,2017-10-17 17:48:36+00:00,"#AmericanAirlines sucks... flying since yesterday, they were late other flights got to gate 8 minutes before and they wouldn't let me on....",@518451 We see your tweets and we'll review an respond back in DMs.
1707340,2017-10-17 17:48:50+00:00,"@AmericanAir Ok. Then, if only drop the bikes in their box with the size and weight required I don't have any problem, right? Thanks.","@517412 Yes, that's correct."
1707343,2017-10-17 17:50:42+00:00,@AmericanAir Thank you sooo much!,@517412 Of course!
1711530,2017-10-17 17:53:54+00:00,@AmericanAir you’ve done it again ... now i’m late for work... 🤦🏾‍♂️... i keep requesting NOT to fly with this airline,@518449 We don't want you to miss work. Please work with our airport team on alternate schedules that may be available.
1830814,2017-10-17 17:57:50+00:00,"@AmericanAir - From an EP client ... asking if I can get a better seat isn't rude, but your rep lying is.",@549371 That doesn't sound like the excellent service we strive to provide. Please DM your record locator and we'll be happy to take a peek.
1290090,2017-10-17 17:58:17+00:00,Come on @AmericanAir once again youve made me late to work ✈️😤,@421706 We're sorry for your delay. We'll do our best to have you in the air and make up for lost time if possible.
1715419,2017-10-17 17:58:56+00:00,"@AmericanAir why was 5212 to charlotte delayed? B/C a 3 1/2 hr delay is just absurdly, unacceptably long. Last time I fly your airline...",@519513 We're delayed because the crew needed for your flight is delayed also. Our sincere apologies for any inconvenience caused.
1711536,2017-10-17 17:59:42+00:00,@AmericanAir Too bad American Airlines doesn't empower their employees to do the right thing like many other airlines....,@AmericanAir #Delta held a flight right up until departure for me a few weeks ago and the flight attendant even brought me a glass of water when I sat...
1830966,2017-10-17 18:01:38+00:00,@AmericanAir missed the bag check cut off with basic economy ticket so had to pay $50 to check bag at gate... why is this such a scam?,"@549413 Before buying Basic Economy, the rules are made available to you multiple times and you have to sign that you agree to them before travel."
1753604,2017-10-17 18:04:17+00:00,@AmericanAir seriously this is like the 4th time this month there has been an American flight maintenance issue. Time to change airlines,@515327 We always want to be ready to go for you and assure you that's not a pattern we'd care to keep. We'll do our best to have you airborne ASAP!
1830991,2017-10-17 18:09:00+00:00,But our flight home really sealed the deal that we will avoid @AmericanAir in the future: a creeping flight delay with no notification,@520441 We always want to keep you in the loop if we're delayed and for you to leave with a smile. We'd love another chance to impress you!
106578,2017-10-17 18:09:43+00:00,@AmericanAir The best airline to fly out of Phoenix on!,@350189 We couldn't agree more. We have a special place in our hearts for the desert heat!
1722454,2017-10-17 18:14:13+00:00,"@AmericanAir how is there a weight restriction on a plane? 10 volunteers in EYW + people who don't have a 💺, which is me ? How? could be 🎣","@521149 We're showing you're booked in 15C, Daniel. Have a great flight!"
1831122,2017-10-17 18:14:50+00:00,"Our flight delay due to plane maintenance went from 3 hr to 24 hr. Customer service told us there was ""nothing"" they could do @AmericanAir","@520441 Depending on the reason for the delay, we may not be able to offer accommodations. Please DM your record locator and we'll take a peek."
1831331,2017-10-17 18:17:55+00:00,"Out of all the airlines I've traveled, @AmericanAir has BY FAR the worst customer service!!!","@549506 That's not the impression we want you to have us of us, Kamiah. If you're flying today and need our assistance, please let us know."
201705,2017-10-17 18:19:14+00:00,@AmericanAir Can someone from @AmericanAir just call or email me? This is clearly not getting taken care of because it's been a MONTH of nothing again!,@AmericanAir This is hands down the WORST customer service experience I've ever had! 3 MONTHS of being ignored for a refund I was told I would get!
201706,2017-10-17 18:21:41+00:00,@AmericanAir This is hands down the WORST customer service experience I've ever had! 3 MONTHS of being ignored for a refund I was told I would get!,@163604 Our sincere apologies for the wait. We're going to directly speak with our Refunds team for an update.
1719076,2017-10-17 18:22:09+00:00,I had to make three international calls from shitty cell service from a small Mexican village before someone could help us @AmericanAir,"@520441 We'd like to help, but we need more info. Please slide on over into DMs with the info we requested."
1728550,2017-10-17 18:23:15+00:00,"@AmericanAir Jim on this morning’s flight 2248 to bwi, #bestflightattendantever #compliments #thankyou",@522614 We do have some of the best crew in the business and will gladly share your high praises with him! #AATeam
783003,2017-10-17 18:23:39+00:00,"@AmericanAir It's your delays that caused this. So I'm supposed to just say ""welp... that $ gone. Let me scrap my commute, energy &amp; money and not fly.""","@AmericanAir What kinda logic is that? OH yeah, scammer logic."
1728546,2017-10-17 18:25:22+00:00,Hey @AmericanAir is a clean seat an optional add-on now too?,@196759 We always want our planes to be squeaky clean. We're very sorry if this wasn't the case today.
1728538,2017-10-17 18:25:37+00:00,"The @AmericanAir Pilot just announced the weather on arrival in Charlotte: ""Another beautiful day in the Carolinas."" #CLTisPrime",@522613 It's a beautiful day indeed and we appreciate you choosing us to fly you there. Have an AAwesome day!
782999,2017-10-17 18:26:31+00:00,@AmericanAir So basically you're idiot logic says that I shouldn't take flight for my business trip that your delays caused me to miss out on the meeting,"@306901 Please DM your record locator, if you'd like assistance rebooking."
1493230,2017-10-17 18:35:34+00:00,@AmericanAir Thanks - found it I was on the UK store - doh!,"@466754 Awesome, we're here if you need us!"
1719075,2017-10-17 18:36:13+00:00,@AmericanAir I have moved it over to DM. Thank you for looking into everything.,@520441 Thank you. We see your DM's and will reply there.
1639621,2017-10-17 18:38:00+00:00,@AmericanAir I fly with you all the time...  That’s what makes me miss USAIRWAYS. You don’t nearly have the customer support they did,@501323 We're a small team that loves our passengers and our company. We want you to know we're here for you anytime you need us. Tweet us anytime!
1736562,2017-10-17 18:39:34+00:00,Does anyone know how much is a checked bag at @AmericanAir,"@298680 In majority, the first checked bag costs $25 each way. However, it depends where you're going. Here are details: https://t.co/XvGHnVVEv9."
1838879,2017-10-17 18:48:01+00:00,@AmericanAir bumped us to back of plane AFTER we paid extra for extra leg room. Likely miss our connection. #moneyfornothing #refund,"@149215 While we do all possible to allow travel in pre-reserved seats, there are times when alternate arrangements must be made. Our apologies."
1295683,2017-10-17 18:49:17+00:00,@AmericanAir why was aa203 ams-phl cancelled today and why could I only get approp alternative on airport and not via phone?,@422858 Our flight was cancelled due to crew availability. You should've been able to receive both but the airport is much quicker.
1831599,2017-10-17 18:52:46+00:00,@261651 @AmericanAir @AmericanAir is batting 100 today! They took my bag to my departure airport rather than my destination! 🙄 third bag issue I’ve had with American!,"@549001 We're sorry your bag didn't arrive with you, Ben. Our Baggage team will do their best to reunite you with it just as quickly as possible."
1838865,2017-10-17 18:55:44+00:00,@AmericanAir On a plane going to Tokyo by way of O'Hare/SanFran. Pilots were late. Will miss Tokyo flight. :( 10th 💒 anniv trip. Help asap,"@551127 If you have a separate ticket on another airlin, you'll need to work with them directly. Please DM your locator so we can take a look."
1742710,2017-10-17 18:55:50+00:00,"No thanks to @AmericanAir for forcing me to gate check camera equipment, with plenty of room, despite being filled with lithium batteries.","@329972 Our agents do their best to gauge the bin space based on flight load. If your bag is too big, or we're full, we may ask you to check it."
1759413,2017-10-17 18:56:13+00:00,"@AmericanAir 2. In my most regular travel routes I've had generally good experiences flying @Delta &amp; @184454, who have good customer service...",@AmericanAir @Delta @184454 3. But did you know that if you purchase an American Airlines ticket via @140508 &amp; want an aisle seat American wants $50 to do that?
1295680,2017-10-17 18:57:44+00:00,@AmericanAir disappointed in business class service from AUH to LAX Oct 11.Child threw up row ahead and kids were hitting me during my sleep,@422857 We love our traveling families. We're sorry for any frustration you had during your travel.
1728548,2017-10-17 18:58:31+00:00,Kudos to @AmericanAir FAs who are doing their best on a delayed flight. Customer service goes a long way and is very much appreciated!,@505352 We have some of the best crew in the biz and we're glad they're taking excellent care of you. We should be airborne very soon!
1736571,2017-10-17 19:00:13+00:00,@AmericanAir is the least American thing I've seen since Trump. Diming over small bags is ridiculous! Just watch them charge a family  $200!,@494441 Our baggage policy can be found here: https://t.co/XvGHnVVEv9. Please let us know if we can help in someway.
1132372,2017-10-17 19:01:27+00:00,Can I go to the US embassy with this little “ sorry this happened to you “ email @AmericanAir  will that assist me in anyway ?!?,@289809 We know that it's frustrating to be without your items. Have you received your passport?
1132369,2017-10-17 19:04:28+00:00,@AmericanAir first you make me check my bag although there was plenty of space in bins then I have to wait 30 min to get my bags. BRUTAL,@158715 We do our best to always allow you to keep your bag with you and will have it out just as quickly as possible!
1736568,2017-10-17 19:05:00+00:00,Just sitting here on @48638 tarmac for @AmericanAir flight 4540 for no clear reason. Beautiful day to fly...err...sit on a plane.,"@48638 @AmericanAir Are we moving, @AmericanAir? Maybe..."
1132365,2017-10-17 19:05:30+00:00,@AmericanAir get better maintenance men. Our flight has been delayed 5 times today and has caused lots of trouble..,"@386837 We're very sorry for the late start, and would like to get you an update. What's your flight number?"
1739517,2017-10-17 19:05:37+00:00,@AmericanAir Help. My 18 year old is stuck at Lga as gate agent was extremely rude and refused to help. She has no credit card,"@524970 We've received your DM, and we've responded there."
1132362,2017-10-17 19:06:59+00:00,Thanks @AmericanAir for this awesome experience. My baggages arrived 4 days after my flight and much of my stuff was broken. https://t.co/oH1QUmEC6z,@386836 We don't cover fragile items in checked luggage. We're very sorry for the wait in getting your bags back to you.
1132374,2017-10-17 19:16:17+00:00,@AmericanAir Got my KTN and entered it for both my next flight and my profile in general. But the flight only shows XXX's. Is this right?,@386838 We'd be happy to check to make sure it's entered correctly. Please follow and DM your record locator and KTN.
1839079,2017-10-17 19:17:43+00:00,"@8690 @americanair I buy travel insurance in case of emergency, I have to change flights &amp; plans because of emergency &amp; no I'm not covered for that!  @216802 @126452 please RT &amp; Share",@373180 American Airlines does not tolerate discrimination of any kind. You can DM us and we'll share your comments with Customer Relations.
1736567,2017-10-17 19:17:45+00:00,"@48638 @AmericanAir Are we moving, @AmericanAir? Maybe...",@524263 We're truly sorry for the delay. We'll have you wheels up as soon as possible. Thanks for your patience.
1736556,2017-10-17 19:17:54+00:00,My flight is to depart at 3:20. It is now 3:16 yet haven't received a delay notification yet.  Thanks @AmericanAir for the transparency.,"@524260 Our maintenance team is just finishing up, and should have the aircraft to the gate soon. Thanks for your patience."
1736534,2017-10-17 19:18:30+00:00,@AmericanAir crew on flight 5311 lost my mom's bag &amp; s being very rude/unhelpful in finding it. Meds she NEEDS are in it. What can she do?,@AmericanAir all other passengers received their bags when they de-planed after mech. issues reported. Just hoping I can help her figure out a solution.
1736533,2017-10-17 19:19:38+00:00,@AmericanAir all other passengers received their bags when they de-planed after mech. issues reported. Just hoping I can help her figure out a solution.,"@524256 Please have her file a claim with our Baggage Service Office, London. We'll work to get her reunited ASAP."
1739523,2017-10-17 19:20:55+00:00,My @AmericanAir horror story in its (near) entirety. BE WARNED! Don't travel AA. https://t.co/7XpVY8D4rZ via @48637,@524971 We understand you had a frustrating travel experience. Customer Relations has the final say in these matters.
1736560,2017-10-17 19:21:33+00:00,@AmericanAir I'm flying from Lax to Sacramento and back,@298680 Your first checked bag will be $25 and a second would be $35.
1736558,2017-10-17 19:23:55+00:00,"Stuck on #Charlotte runway for 1 hr, w/4 yr old; @118580 has major delays due to #winecountryfires; @AmericanAir also forcibly chkd my bag",@524261 We're truly sorry for the delay today. We see that you should be wheels up shortly. Thanks for your patience.
1295679,2017-10-17 19:27:51+00:00,"@AmericanAir more annoyed that I was not able to sleep since the kids were walking the isle, pushing and hitting my legs while i tried to sleep.",@422857 Our apologies again for your frustration.
1132364,2017-10-17 19:29:41+00:00,@AmericanAir We are dealing with it here at the the check in and getting updates. Thank you for the reply though,@386837 Not a problem. We're here 24/7 via Twitter in case you need us.
1736554,2017-10-17 19:32:20+00:00,"Horrible tvl day @AmericanAir, incompetence reigned. Could not get me GSP -LGA for a 3 hour meeting. 7 hours later back home.",@524259 We see that this has already been set up for a specialist to look into. We're truly sorry for the inconvenience.
