tweet_id,text,intent,reason,source_file
598608,"@AmericanAir not sure how you managed to un-check me in after I checked in, checked a bag at the airport and paid to upgrade to a specific seat which will now be occupied by somebody else. #unhappycustomer",Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_baggage_problem.csv
2509559,"@americanair  I'm on flight 1653, &amp; when I land, I will have flown over 20K miles in 2 wks. U can check my account to validate. U have chosen to make the upgrade list public, and I am curious if you can explain why I was next on the list and the  seat was given to an AA employee?",Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
2551478,@AmericanAir -EP traveler at gate and not on the upgrade list. This is supposed to be automatic and is noted in reservation. System issue.,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
656734,"@AmericanAir I realize I’m not required to. But if I don’t, I end up with the middle seat in the last row of the plane. That’s not the point. Your seats are already cramped with no leg room. But if I pick an aisle or window I have to pay extra? This is such garbage.",Seat Assignment / Upgrade Request or Complaint,"Message is centered on a seat assignment problem, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
2632870,@AmericanAir how can you call the seat by the bathroom a freaking upgrade? You need to include the bathroom on your seat chart. I PAID EXTRA TO BE BY YOUR TOILET,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
2189701,"32 of 32 on the upgrade list. @AmericanAir, please tell me whom I've done wrong over there so I can make amends and beg forgiveness?",Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
241202,"@AmericanAir So u left the airport as my originating flight arrived, made me sit in the CLT airport for 5 hours &amp; screwed me on seat assignment in 1 day!",Seat Assignment / Upgrade Request or Complaint,"Message is centered on a seat assignment problem, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
435293,Gave up window seat so family could be together now stuck in middle seat with stinky food eater. Hope airline Gods noted. @AmericanAir,Seat Assignment / Upgrade Request or Complaint,"Message is centered on a seat assignment problem, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
439008,@AmericanAir Booked 13DEF before upgrade to 6ABE. either is fine. Unilateral change is not.,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
543288,"@AmericanAir Hmmm...degrade first class and MCE (less pitch, no divider, lower probability of upgrade) on the 737. How does that work?  What’s the upside? Better rug?",Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
1531564,@AmericanAir @AmericanAir The flight is later this evening. Any chance you can put me back in my seat or another premium seat? I checked-in to that seat,Seat Assignment / Upgrade Request or Complaint,"Message is centered on a seat assignment problem, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
839518,@AmericanAir It would have been better to have a notification that exit row seats on this plane are 4 inches less wide than a standard seat....$85 more 😒,Seat Assignment / Upgrade Request or Complaint,"Message is centered on a seat assignment problem, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
2421023,Hey @AmericanAir 2:50 flight from PBI to Regan and you show 5 people ahead of me on the upgrade list - hard to believe their are 5 people with better then my Plat Exec status flying in the middle of a Tuesday…. kindly explain this.,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_loyalty_program.csv
1568395,@AmericanAir 15k miles plus $75 fee to upgrade my flight.. or just pay $80 at gate. Call this a reward?#americanairlines worthless,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_loyalty_program.csv
2296718,@AmericanAir Still frustrated. Would like American Airlines to refund the $74 fee to upgrade seats on an empty flight refunded. #leastyoucando,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
2854588,@AmericanAir website seems glitchy and won’t let me upgrade my seats. Any status on when it’s fixed?,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
2061245,@AmericanAir wondering why my EP upgrade hasn’t cleared into a wide open 1st class cabin?,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_seat_upgrade.csv
389460,@AmericanAir Yeah I do have a problem tho... I’m trying to use my miles to upgrade a flight on @153717 and it’s not working. Help!,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_loyalty_program.csv
2716070,@AmericanAir I’m in Richmond now but it wasn’t easy pls learn to arrange your flight and if you mess up at least upgrade me to first class because how can you make me wait 5 hours in an airport,Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_flight_disruption.csv
178871,"@AmericanAir And, by passed for 1st class upgrade.  This is terrible.  I need to find a new airline ASAP.  After 85 flights in 2017 to be treated like this by American.  Terrible",Seat Assignment / Upgrade Request or Complaint,"Message is centered on an upgrade request or dispute, matching Seat Assignment/Upgrade.",candidate_general_negative.csv
770155,"@AmericanAir Why NO refund for tix to SXM for 12/14? Cat 5 Irma blew accommodations into the sea!  Emailed CEO 18 days ago, no response. :(",Customer Service Channel Complaint,"Message's core complaint is an unanswered support request, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_refund_compensation.csv
1811173,@AmericanAir safe to say I just had the absolute worst customer service rep I’ve ever had. And will try never to fly American again.,Customer Service Channel Complaint,"Message's core complaint is a complaint about the support interaction itself, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_customer_service_complaint.csv
1900755,@AmericanAir gonna yell into the Twitter void about your terrible lost &amp; found vendor. Logged a ticket over a month ago: NO RESPONSE. NONE.,Customer Service Channel Complaint,"Message's core complaint is an unanswered support request, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_general_negative.csv
1278282,Been trying to resolve an issue with @AmericanAir for almost a month - customer service is horrible #AmericanAirlines #notthathard #silence,Customer Service Channel Complaint,"Message's core complaint is an unanswered support request, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_customer_service_complaint.csv
1095286,@AmericanAir your customer service is the worst - won't send an itemized receipt unless I send $15 through SNAIL MAIL?! How ancient are you?,Customer Service Channel Complaint,"Message's core complaint is a complaint about the support interaction itself, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_general_negative.csv
455735,@AmericanAir I'm only tweeting because it's the only way I ever seem to be able to get a hold of somebody over there. Contacting customer service either gets me on hold forever or an unanswered email. I'm frustrated and tired of dealing with this.,Customer Service Channel Complaint,"Message's core complaint is a long hold time with support, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_customer_service_complaint.csv
272636,@AmericanAir  mailed 3 letters no response yet - want you to admit why you messed up - platinum miles members mean very little to AA,Customer Service Channel Complaint,"Message's core complaint is an unanswered support request, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_loyalty_program.csv
1198346,"@AmericanAir I lost 80k+ miles , I have a AA credit card and thought this couldn't happen. I was not notified! Phone support was unhelpful.",Customer Service Channel Complaint,"Message's core complaint is a complaint about the support interaction itself, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_loyalty_program.csv
163863,@AmericanAir   Customer service is awful.  Can’t issue a refund due to a death in the family.  WTH.  Very upsetting.,Customer Service Channel Complaint,"Message's core complaint is a complaint about the support interaction itself, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_general_negative.csv
2614506,What airline wins for WORST customer service EVER? 1st place goes to @AmericanAir for life! No bereavement exceptions. UNBELIEVABLE!,AAdvantage / Loyalty Program Issue,"Message's core complaint is a complaint about the support interaction itself, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_general_negative.csv
2268253,@AmericanAir How can I file a complaint. Worst service I’ve gotten. Employee yelling at me at 5am doesn’t help either. First and and last time with you,Customer Service Channel Complaint,"Message's core complaint is a complaint about the support interaction itself, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_general_negative.csv
1135108,Needed to change a flight urgently and I waited 1 hour on hold !! Just hung up 😢 Thank you @AmericanAir 😡 https://t.co/h4012ugNI2,Customer Service Channel Complaint,"Message's core complaint is a long hold time with support, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_flight_disruption.csv
2194813,"@AmericanAir Yes i did ask why I️ was being charge for a problem that wasn’t my fault and I️ got no response, great care I️ see that you guys provide for your customers, especially when I️ fly frequently.",Customer Service Channel Complaint,"Message's core complaint is an unanswered support request, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_refund_compensation.csv
1585771,".@AmericanAir Landed 20+mins early &amp; flt boarded on time. It was a sm, soft laptop bag. Ina could’ve explained but was rude &amp; dismissive https://t.co/IgDfxh52Xg",Customer Service Channel Complaint,"Message's core complaint is a rude support/agent interaction, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_customer_service_complaint.csv
1469631,@AmericanAir Not only rude and lazy gate staff but also rude employees of yours flying and talking trash about other employees the whole flight!,Customer Service Channel Complaint,"Message's core complaint is a rude support/agent interaction, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_customer_service_complaint.csv
762505,Just had the worst customer service experience EVER with gate agents for @AmericanAir in ATL. Can’t believe you all hire folks like this...,Customer Service Channel Complaint,"Message's core complaint is a complaint about the support interaction itself, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_inflight_complaint.csv
425941,@AmericanAir Still no excuse for your Customer disservice to be rude about it and treat me like an idiot.,Customer Service Channel Complaint,"Message's core complaint is a rude support/agent interaction, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_customer_service_complaint.csv
1550171,"@AmericanAir just love to start my travels with a rude gate attendant, super awesome",Customer Service Channel Complaint,"Message's core complaint is a rude support/agent interaction, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_checkin_boarding_overbooking.csv
547309,@AmericanAir just saw the worst customer service ever being dealt to two non-English speakers who didn’t realize that they had a basic economy fare. Flight  463 PHX-MIA #shameful,Customer Service Channel Complaint,"Message's core complaint is a complaint about the support interaction itself, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_general_negative.csv
585271,@AmericanAir worst customer service i have experienced both your phone reps need to be re trained. Now I remember why I hare using you,Customer Service Channel Complaint,"Message's core complaint is a complaint about the support interaction itself, distinct from the underlying travel issue, matching Customer Service Channel Complaint.",candidate_general_negative.csv
1819145,"@AmericanAir Hi AA, I had a ticket (party of 2) needing INVOL refund due to sked change, rqst submitted 2 weeks ago, and still showing ""Pending Review."" How to get this looked at and refunded?",Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_refund_compensation.csv
1091536,@AmericanAir I have just reached my destination. Please review my trip details and proceed to refund.,Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_refund_compensation.csv
1080602,@AmericanAir @374913 Refunds with AA are non-existent. They'll force people into poverty before providing a refund.,Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_refund_compensation.csv
2239048,@AmericanAir I understand how it works. I was row 7F. Flight 1624. There was NO extra 6 inches of leg room. I expect you to provide with info for my refund or a travel voucher.,Refund / Compensation Request,"Message's dominant, actionable ask is a dispute over a compensation voucher, matching Refund/Compensation.",candidate_refund_compensation.csv
1058249,"@AmericanAir i have been ""helped"" now by over a dozen american airlines agents. we would like a refund. https://t.co/4k8QhKj7Wy",Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_refund_compensation.csv
1200362,@AmericanAir I already did that and u refused to cover my expenses. They gave me a $200 voucher for my next flight. This is how you treat your customers?,Refund / Compensation Request,"Message's dominant, actionable ask is a dispute over a compensation voucher, matching Refund/Compensation.",candidate_refund_compensation.csv
2342594,Disappointed @AmericanAir Booked a business trip on AA’s website.  Made 2 changes within the first 24 hours &amp; was hit with (2) $200 change fee charges.  What no more 24hr grace period? Customer service said I should have called to get waived. #Business travelers beware,Refund / Compensation Request,"Message's dominant, actionable ask is a fee/charge dispute framed as a compensation ask, matching Refund/Compensation.",candidate_refund_compensation.csv
2803809,@AmericanAir Sure. You can reimburse me for the upgraded seat you forced me to buy to guarantee a spot on the plane and then gave me a different seat anyway. After paying full fare.,Refund / Compensation Request,"Message's dominant, actionable ask is a compensation request, matching Refund/Compensation.",candidate_refund_compensation.csv
1772450,@AmericanAir @AmericanAir  this isn't a bank transaction this is a refund for my car seats that were completely destroyed. 2-3 weeks is unacceptable.,Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_general_negative.csv
2069803,@AmericanAir I've been waiting 6 weeks for a partial refund and mileage credit. Can you help me get this resolved?,Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_refund_compensation.csv
2239051,@AmericanAir you’re selling economy comfort seats on your 737-800 Boeing (Sea -&gt; Ord) when in reality this is tighter than a regular seat on a regular airplane. What’s up with that? Be truthful to your customers. Give my money back.,Refund / Compensation Request,"Message's dominant, actionable ask is a compensation request, matching Refund/Compensation.",candidate_refund_compensation.csv
1901165,@AmericanAir Frankly you got 85% there and a voucher for food at the hotel would have left me with no complaints,Refund / Compensation Request,"Message's dominant, actionable ask is a dispute over a compensation voucher, matching Refund/Compensation.",candidate_refund_compensation.csv
1336049,@AmericanAir Lost my home in #TubbsFire - had to cancel flight out on Monday.  Service rep said no refund + $200 rebook fee. Can you help?,Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_refund_compensation.csv
1779119,@AmericanAir Ok...I've been charged &amp; can't choose seats...how do I get a refund? I have a medical injury and me and my passenger have to sit together.,Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_seat_upgrade.csv
754682,"@AmericanAir I sent my refund request 24 hours from my purchase (for a full refund like your policy says) but when I look up the status of it, it show no record of my refund request &amp; yes I typed in the correct ticket number.",Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_loyalty_program.csv
2780982,@AmericanAir @44016  purchased tickets page refreshed .tried again.. Now I get to jump through multiple hoops trying to get a refund ... And guess what customer service isn't helping!  #overAA #neveragain #flyingsomeoneelsenexttime,Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_refund_compensation.csv
2942874,@AmericanAir Already tried in sept..since I had trav ins u said I had to go thru them they don’t cover hurricanes and charged me a $200 change fee.#awful,Refund / Compensation Request,"Message's dominant, actionable ask is a fee/charge dispute framed as a compensation ask, matching Refund/Compensation.",candidate_refund_compensation.csv
1839193,Help! #weddingcancelled #SonomaFIRES @AmericanAir charging fees @VirginAmerica giving full refund #keepsonomastrong,Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_refund_compensation.csv
1295685,@AmericanAir Listen. I buy a more expensive ticket because the cheaper ones don’t refund. But it ends up being non refundable anyway?,Refund / Compensation Request,"Message's dominant, actionable ask is an explicit refund request or denial, matching Refund/Compensation.",candidate_refund_compensation.csv
833252,"@AmericanAir why issue me a voucher &amp; tell me it's transferrable when it's not, then blow me off when it expires. terrible customer service",Refund / Compensation Request,"Message's dominant, actionable ask is a dispute over a compensation voucher, matching Refund/Compensation.",candidate_refund_compensation.csv
1170670,.@AmericanAir You're the worst. Nothing more.,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
436578,So @AmericanAir is the worst airline on the planet ....... if you didn't already know,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
1098879,American Airlines is really awful @AmericanAir,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
263014,@AmericanAir is hands down the worst airlines company in #America,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
678530,@AmericanAir Yeah. Been doing that. You guys are the worst and I will forever make sure everyone I know never buys a ticket through you.,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
201682,@AmericanAir thank you for the worst flying experience ever.,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
2499548,I honestly don’t know why I even try and fly @AmericanAir anymore. They are literally the worst 🤬😤,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
1121007,@AmericanAir Always expect the worst. Already did and hopefully will arrive tomorrow.,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
2377383,"I really hope I get “randomly selected” for the survey about my @AmericanAir experience tonight.  So much wrong with this flight, it needs to be documented! #awful",General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
1818605,@AmericanAir thanks for a terrible trip home https://t.co/0viXZGiGgI,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
2510486,Flight 1854 @AmericanAir was HORRIBLE. Awful flight. Overall inconvenience.,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
1198348,@AmericanAir I would love to talk to someone about the picture perfect service #sarcasm worst I’ve had yet,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_positive_feedback.csv
316548,"@AmericanAir Want to take this offline? Yeah, pass. You won't improve unless passengers start calling you on your terrible greedy crap.",General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
2691107,"@AmericanAir This should have been a happy morning for us, instead, an employee of yours ruined it. I hope you will attempt to make this right somehow. DM me for my Advantage number do you can look at my account.",General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_loyalty_program.csv
1870686,@AmericanAir Horrible that you raise the price while I’m keying in my credit card number!,General Negative Sentiment (non-specific),"Message expresses clear negative sentiment about AA with no specific, recoverable operational detail to assign a more precise intent.",candidate_general_negative.csv
488970,@AmericanAir How do I go about finding my AAdvantage number? Website says can't find acct w/ my email address.,AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
1780173,@AmericanAir I’m 5 segments short of achieving Gold status for the first time! Any offers to get me over the threshold? #soclose,AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
2741091,"@AmericanAir email states ""Get the most out of your miles"" by redeeming them for magazines!  At least AA acknowledge AAdvantage miles are worthless for travel.  #AAdvantagepesos",AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
1023930,@AmericanAir #FraudAlert on your frequent flyer program Dont advertise that you can use miles to fly then hold them for purchase only #scam,AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
2275170,@AmericanAir Hi! Can you give me an assist accessing my AAdvantage account? I'm trying to log in but it says there's no email connected to my account &amp; I can't email cust. service w/o logging in. 😕,AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
2914030,"@AmericanAir Just got an email saying I can get gold status by paying $2K. But if I take another trans pacific flight, I would qualify for the status automatically without paying $2K... So this program expects me to pay without doing anything, I don't get it...",AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
2984756,"@AmericanAir Hi, I can't register my AAdvantage # to my booking :(",AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
1999171,@AmericanAir what kind of strategy is sending me an exclusive offer for Platinum status and then trying to charge $700???,AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
2954863,"@AmericanAir 
So it takes your system a couple of days to update so that my new Gold Status shows in your system?  So disappointed!  I earned it last night, but apparently get none of the benefits for today's flight.  Seems unfair when I can clearly see my new status online.",AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
178979,AAdvantage @AmericanAir award fees: $75.00. Ridiculous. Charging me to use my miles? Lame.,AAdvantage / Loyalty Program Issue,"Message's subject is the AAdvantage program itself (miles, status, or account), matching AAdvantage/Loyalty Program Issue.",candidate_loyalty_program.csv
