tweet_id,created_at,text,response_tweet_id,in_response_to_tweet_id,possible_thread_fragment,possible_multi_intent
698155,2017-10-10 18:55:04+00:00,gates agents rude.  Passed 2 Envoy supervisor 2 @AmericanAir customer service.  Going on 2 hours #AmericanAirlines #nohelp,698152,,False,False
2082587,2017-10-10 18:55:10+00:00,@AmericanAir Or have any assistance at all? They can't book flights far in advance because of military schedules.,2082586,2082588.0,True,False
2082586,2017-10-10 18:55:37+00:00,"@AmericanAir So they end up paying way more for tickets, or get hit with huge fees when booking with miles.",2082585,2082587.0,True,False
698116,2017-10-10 18:56:32+00:00,"@AmericanAir #Americanairlines lost my luggage in July. Never found. Still discussing the amount of refund, that is ridiculous! #badservice",698115,,True,False
2082585,2017-10-10 18:56:53+00:00,@AmericanAir So thanks for the branding but maybe not charging $80 fees or $1200 for a 2 hour flight would be better?,2082584,2082586.0,True,False
698167,2017-10-10 18:58:19+00:00,@286554 @118541 @118916 @AmericanAir So @118916 is a proper loyalty programme -  in that they reward loyalty - and they support motorsport...  what's not to like?,"698166,698168",427467.0,True,False
698128,2017-10-10 18:59:19+00:00,@AmericanAir: students @ Embry Riddle Aeronautical University need new Aviation/Engineering books in Library - can you help?,698126,,True,False
698125,2017-10-10 19:00:21+00:00,Love sitting on the runway in a plane with no ac in 85 degree weather @AmericanAir 😰😨,698124,,False,False
698119,2017-10-10 19:00:24+00:00,@AmericanAir Is there a TV per person on theA330-200 was stuck from Dub-NYC on an old plane in July.Bought ticket again &amp; did not check 😆,698117,,True,False
697495,2017-10-10 19:01:11+00:00,@SouthwestAir used to be so fun and friendly. I’ve been flying @americanAir for the last year and gave SW another go. Not a good experience.,"697497,697498",697494.0,True,False
664074,2017-10-10 19:02:41+00:00,"@AmericanAir I see.

Sounds like I should be grateful that I got anything for the 4-hour delay because y’all can’t keep your planes working.

Thank you.",,664073.0,True,False
697333,2017-10-10 19:02:53+00:00,@AmericanAir thank you for the inconvenience 😌,,697332.0,True,False
717109,2017-10-10 19:05:44+00:00,@AmericanAir officially been traveling from Chicago to Burlington for 24 hours! Seriously figure it out,717108,,True,False
717114,2017-10-10 19:06:00+00:00,.@AmericanAir are you anti AC while on the ground? It’s entirely unacceptable that you allow passengers to sweat profusely to save a dime.,"717113,717115,717116",,False,False
717120,2017-10-10 19:06:26+00:00,@americanair charging me a $200 change fee for a $240 ticket after I raised $9k for a #nonprofit that supports #marines. Beyond frustrated,717119,,True,False
698154,2017-10-10 19:06:33+00:00,@AmericanAir Missed connection.  Have we been rebooked?  It was flight #6004,698157,698152.0,True,False
717112,2017-10-10 19:06:47+00:00,@AmericanAir $125 for being over weight?!?! Are you guys kidding?!?! You're criminals. Good business is one thing but this is robbery.,717110,,True,False
2082429,2017-10-10 19:07:46+00:00,"Hey . @AmericanAir - your gate agents are working hard, but when we get delay texts before they do, you make their life impossible.",2082427,,False,False
919254,2017-10-10 19:09:32+00:00,"@AmericanAir Me too, particularly before more passengers arrive at the gate... #runfreelittlemouse",,919253.0,True,False
920581,2017-10-10 19:10:09+00:00,".@AmericanAir  As an ExecPlat resident of SXM, so thrilled 2 see AA#2219 has landed + will take off today! Thanks for flying day1 post-Irma.",920580,,False,False
418484,2017-10-10 19:13:19+00:00,@AmericanAir What about the plane I’m sitting on now that hasn’t moved and was supposed to leave at 2:27.......,,418483.0,True,False
418485,2017-10-10 19:14:17+00:00,@AmericanAir An update as to why weve been on the runway for 40 mins would have been nice #neverflyingamericanagain,418487,418483.0,True,False
717106,2017-10-10 19:15:56+00:00,At gate early. Priority status. Seats available.  Make me wait until last minute and then close door.  Thanks for nothing @AmericanAir. 😡,"717105,717107",,False,False
920583,2017-10-10 19:16:12+00:00,So they finally get the plane here and say oh wait it needs more maintenance. I call bs. Bad start to our honeymoon. @AmericanAir,920582,,False,False
698118,2017-10-10 19:18:12+00:00,@AmericanAir Yay..delighted..could not cope with another transatlantic without entertainment. Let the packing begin 😎,698120,698117.0,True,False
717103,2017-10-10 19:18:45+00:00,Hey @151271 really sucks that you forgot a wheelchair for me considering I can't walk. Lucky I had such a good crew from @AmericanAir.,"717104,717102",,False,False
698138,2017-10-10 19:20:15+00:00,@AmericanAir Than don't require strollers to be checked prior to arriving at the gate!,698140,698137.0,True,False
707051,2017-10-10 19:21:27+00:00,@AmericanAir Patiently waiting in Philly and the Representative at Gate F18 might need a nap before talking to any more passengers #flying,707049,,True,False
706783,2017-10-10 19:21:37+00:00,@AmericanAir Didn't find the time to download an app as my boarding group was being called.,706785,706782.0,True,False
698127,2017-10-10 19:21:52+00:00,"@AmericanAir The link says you don't sponsor Schools - is this a ""NO"" for help with library books?",698129,698126.0,True,False
698153,2017-10-10 19:22:00+00:00,@AmericanAir How do I get compensation for Issue.  Not right and treated poorly.,698156,698152.0,True,False
717111,2017-10-10 19:22:54+00:00,"@AmericanAir Hmm yea if I were an idiot I probably wouldn't have thought of that, but since I did, and I don't, that isn't really going to work.",,717110.0,True,False
920579,2017-10-10 19:24:10+00:00,@AmericanAir #AlwaysAmerican. I'm committed and I have had great experiences in all of my recent Irma-related rebookings so all good.,920578,920580.0,True,False
707019,2017-10-10 19:27:08+00:00,1) I am NEVER flying again with @AmericanAir again .. Wouldn't let me onto my flight to NY,"707020,707021,707022,707023,707024,707025,707026,707027,707028,707029,707030,707031,707032,707033,707034,707035,707036,707037,707038,707039,707040,707041,707042,707043,707044,707045,707046,707047,706994,707048",,False,False
707519,2017-10-10 19:29:46+00:00,"@AmericanAir I paid for a seat at the front for a flight tonight, got auto moved to the back. I know I'll get a refund, but still kinda meh.",707518,,True,False
706994,2017-10-10 19:29:54+00:00,@AmericanAir I am literally looking at the plane that has not left and the attendant will not let me on. How is this any way to treat a paying customer?,"707002,707003,706984,707004,707005,707006,707007,707008,707009,707010,707011,707012,707013,707014,707015,707016,707017,707018",707019.0,True,False
698130,2017-10-10 19:31:00+00:00,@AmericanAir Thanks much :) will apply!!!,,698129.0,True,False
706980,2017-10-10 19:32:19+00:00,@AmericanAir sucks.  Every airline at DFW is better at luggage than AA.  You should be ashamed at your crAAp operations. Pathetic  25 min https://t.co/bkgLQ4thi8,"706981,706982,706979,706983",,True,False
698121,2017-10-10 19:33:38+00:00,@AmericanAir Well thank..I shall be flying with you next week..😎😎,698122,698120.0,True,False
706988,2017-10-10 19:34:21+00:00,"@AmericanAir @289025 Sassy, sassy @AmericanAir! That is so frustrating, @289025",,706984.0,True,False
2082428,2017-10-10 19:34:27+00:00,"@AmericanAir Oh, we're all still sitting here in the ground. But your agents have been as helpful as possible with limited info.",,2082427.0,True,False
2082636,2017-10-10 19:34:59+00:00,@AmericanAir check in attendant just attempted to bar me from checking bag/boarding flight after having already checked in online,2082635,,True,False
706987,2017-10-10 19:35:05+00:00,"@AmericanAir @289025 But the plane hasn’t left yet, she said she was looking at the plane that hadn’t departed",,706984.0,True,False
706986,2017-10-10 19:35:55+00:00,"@AmericanAir @289025 You obviously DID NOT READ 
https://t.co/HzTuAIfQg5",,706984.0,True,False
2082635,2017-10-10 19:35:58+00:00,"@AmericanAir Claimed I was ""just a minute too late"" after she stood there for 5min talking about weekend with co-worker as I waited...",2082633,2082636.0,True,False
706979,2017-10-10 19:36:06+00:00,@AmericanAir It’s a conspiracy how @AmericanAir operates so poorly.  @Delta has such a bad mileage program yet people still move to DL for these reasons,706978,706980.0,True,False
2082633,2017-10-10 19:37:00+00:00,"@AmericanAir ...not to mention the reason I had to stop @ desk was bc my bag was ""too big"" (even though I used it on last flight)...","2082632,2082634",2082635.0,True,False
706992,2017-10-10 19:37:47+00:00,@AmericanAir @289025 before you answer you better read what was said! This is no way to treat your paying customer! Fix this!!!,,706984.0,True,False
2082632,2017-10-10 19:38:40+00:00,@AmericanAir ..this happened at the American Air desk in MIA. Not my first bad experience with them.,2082631,2082633.0,True,False
921436,2017-10-10 19:39:29+00:00,#AAFlightTip don't pay 4 baggage because 9/10 it will be offered complimentary bc flight is booked and you'll waste your money @AmericanAir,921434,,False,False
708071,2017-10-10 19:39:35+00:00,@AmericanAir thanks for being so helpful with my visually impaired mom this past weekend.,708070,,True,False
706985,2017-10-10 19:42:04+00:00,@AmericanAir @289025 This is just one reason I try and not fly at all - all airlines treat customers like shit!,,706984.0,True,False
707517,2017-10-10 19:42:31+00:00,"@AmericanAir I'll keep that in mind, but the seat map seems pretty full on #4463",707516,707518.0,True,False
433307,2017-10-10 19:43:30+00:00,@AmericanAir We made sure the girls were in the same row with us. Paid extra for legroom bulkhead. Their seats were given to someone else with a dog,433309,433306.0,True,False
664075,2017-10-10 19:43:41+00:00,"@AmericanAir And now there's a big storm coming, just as we're about to board the rebooked flight. https://t.co/fqnpeZUHHi","710708,710709,710707",664072.0,True,False
433309,2017-10-10 19:43:54+00:00,@AmericanAir I really feel the up charge should be refunded.,433310,433307.0,True,False
707050,2017-10-10 19:45:31+00:00,@AmericanAir I’m not personally frustrated. Just might need to give her a break from customers before she upsets someone #servicemakesitorbreaksit,,707049.0,True,False
921433,2017-10-10 19:46:54+00:00,Some racial slurs when I thought @AmericanAir was all about being American #AmericantAirlines,921432,,False,False
2082657,2017-10-10 19:48:17+00:00,@AmericanAir so why did you sell me a ticket but gave me no real seat??,2082656,,True,False
2082708,2017-10-10 19:50:55+00:00,@AmericanAir I’m having some funkyness with a ZED listing I created. Can you check the record locator and make sure it looks okay?,2082707,,True,False
708069,2017-10-10 19:51:10+00:00,"@AmericanAir You'll see me PLENTY! ORD-SFO, LAX-ORD, ORD-BNA, BNA-DFW, DFW-ORD",708068,708070.0,True,False
698141,2017-10-10 19:53:38+00:00,@AmericanAir 1/2 You should make sure your supervisors at ORD know this. This morning  (#AA350) the supervisor wouldn't allow us to continue to security,698142,698140.0,True,False
921435,2017-10-10 19:54:41+00:00,@AmericanAir alright well it happened on both of my flights so I guess I'm pretty lucky!!!!,,921434.0,True,False
698142,2017-10-10 19:54:59+00:00,@AmericanAir 2/2 until the stroller and a carry on bag that fit in the box/measurements were checked.,"698143,698144",698141.0,True,False
2082768,2017-10-10 19:55:01+00:00,@AmericanAir Any idea on if there will be an official travel alert from AA about this so that I can do something about my flight?,2082767,,True,False
708088,2017-10-10 19:55:44+00:00,Hey @AmericanAir you have a stupid carry on policy. If I could never fly with you again I'd do it. #thisisbullshit #boooo,708087,,False,False
708090,2017-10-10 19:57:19+00:00,@AmericanAir I heard WiFi is going to be free on AA flights of more than 2 hrs. Is there a date that takes affect?,708089,,True,False
922182,2017-10-10 19:59:42+00:00,"The award for arrogant jackass flight attendant of the year goes to Joe of @AmericanAir - wow, dude, you aren't king of the plane.","922183,922180,922184",,False,False
706990,2017-10-10 19:59:46+00:00,@AmericanAir @289025 don’t make me pull Phoebe Buffay on you...FIX THIS NOW! https://t.co/qvBPVQe7QC,706995,706984.0,True,False
708092,2017-10-10 20:00:11+00:00,Landing a short time ago in PV on @AmericanAir 554 from @127663 https://t.co/asIxjCU0Rx,708091,,False,False
706989,2017-10-10 20:00:30+00:00,@AmericanAir @289025 Y'all better fix this mess!,,706984.0,True,False
708085,2017-10-10 20:00:42+00:00,@AmericanAir There's still room. I chose to carry my suit on for a reason. Not so that it could get tossed around with the rest of the checked luggage.,"708086,708077",708087.0,True,False
708073,2017-10-10 20:01:12+00:00,Using the @AmericanAir Admirals Club for the first time at @179184. Loving my new membership so far! #travelswithjen,"708072,708074",,False,False
706993,2017-10-10 20:01:55+00:00,@AmericanAir I made it to the gate 2 minutes after the cutoff. How do you not let someone who's been checked in on? How do you not make an exception?,706997,706984.0,True,False
706997,2017-10-10 20:03:03+00:00,@AmericanAir When the flight isn't even supposed to leave for another 15 minutes. And to not call someone's name when they are checked in is baffling.,706998,706993.0,True,False
708067,2017-10-10 20:03:13+00:00,"@AmericanAir Just to clarify, I didn't fly with my mom last weekend. While my vision impairment is not as bad, hopefully you extend the same gratitude.",708066,708068.0,True,False
922181,2017-10-10 20:03:20+00:00,@AmericanAir @188914 Don't tell them Sara!,,922180.0,True,False
2082849,2017-10-10 20:03:33+00:00,Whats the point in paying 4 preferred seat if I cant board earlier seated near the front 4 convenience but my bag is in  back @AmericanAir,2082848,,False,False
418488,2017-10-10 20:05:37+00:00,@AmericanAir I shouldn’t have to tweet to get an update....,,418487.0,True,False
708077,2017-10-10 20:05:40+00:00,@AmericanAir This is why no one likes airlines. Travelling sucks already and then I get told that I can't bring my suit bag on. #treatyourcustomersbetter,"708075,708084",708085.0,True,False
708703,2017-10-10 20:06:19+00:00,@AmericanAir I did a confirmed stand by but I can't check in online and mobile app still shows original flight. Can you help?,708702,,True,False
708076,2017-10-10 20:07:37+00:00,@AmericanAir Yes! I had one item that fits under the seat and one carry on for above. There was plenty of room overhead when I got on and still is.,708078,708075.0,True,False
709151,2017-10-10 20:08:22+00:00,@151271 @AmericanAir it's time for DFW-AKL https://t.co/aO9SKL4i3b,709150,,True,False
708078,2017-10-10 20:08:53+00:00,"@AmericanAir Now instead of leaving right away I have to go to baggage claim, wait and hope my suit isn't wrinkled. #theresnothingyoucandonow",708079,708076.0,True,False
409481,2017-10-10 20:10:49+00:00,@AmericanAir No shit. Thanks for stating the obvious.,,409480.0,True,False
706999,2017-10-10 20:13:11+00:00,@AmericanAir Done but have not heard back.,"707000,707001",706998.0,True,False
709149,2017-10-10 20:14:15+00:00,The flight attendant on my @AmericanAir flight from DR to Miami was phenomenal. 👍🏽👍🏽to Warren. Find him. Give him a raise. #HeWasAwesome,709148,,False,False
709146,2017-10-10 20:15:38+00:00,Had to cancel our trip Vegas cause my friends Dad has days to live and he can't leave now. Thanks for the $200 change fee @americanair 👎,709144,,False,False
709657,2017-10-10 20:16:35+00:00,@AmericanAir any updates on when the flagship lounge will open in Miami? Will be transiting on the 21st.,709656,,True,False
2082913,2017-10-10 20:16:37+00:00,@AmericanAir our SEA–DFW flight got delayed an hour and now we’re going to miss our plane by 5 minutes. Any way to hold the plane? 😬,"2082914,2082912",,True,False
709650,2017-10-10 20:17:25+00:00,"@AmericanAir why not just give us the truth about flt 1135 rather than delay after delay, your EPs are getting super frustrated",709648,,True,False
427460,2017-10-10 20:19:25+00:00,@AmericanAir Your first class flight attendant was very rude and when i asked her for her name she would not say,,427458.0,True,False
427459,2017-10-10 20:20:20+00:00,@AmericanAir They were rude to my family whom are platinum but denied upgrade becasue of her,427462,427458.0,True,False
709140,2017-10-10 20:20:49+00:00,We’re waiting on an @americanair gate at @129841. https://t.co/sFZzFxrGAn,709138,,False,False
437496,2017-10-10 20:23:58+00:00,@AmericanAir I've tried to call 3 times now but am continuously being placed on long holds,437498,437495.0,True,False
925194,2017-10-10 20:25:12+00:00,@AmericanAir very upsetting been waiting over 3 hours to board Honeymoon flight! Every 15 minutes flight is pushed back - how is this okay?,925192,,True,False
709143,2017-10-10 20:28:53+00:00,@AmericanAir this is vomit in a wrap from PHX to IAH in First Class. Shame on you Doug Parker! https://t.co/uC2nHcvIVq,709141,,True,False
664062,2017-10-10 20:29:03+00:00,@AmericanAir And this policy is more important than ensuring the aisle of the exit row is not obstructed?,"664064,664065",664061.0,True,False
709647,2017-10-10 20:30:14+00:00,@AmericanAir flight 4412 will now be delayed over 3 hours for a tire that needs changed. Flight voucher or baggage fee refund at the least?,709627,,True,False
664064,2017-10-10 20:31:17+00:00,@AmericanAir Am I to take from this policy that the only way I am assured to have only one item stowed by my feet is to pack in a larger roller bag?,,664062.0,True,False
664065,2017-10-10 20:32:01+00:00,@AmericanAir This seems incredibly strange since the number of large roller bags on this plane are are a major source of frustration to your staff,664066,664062.0,True,False
924398,2017-10-10 20:32:19+00:00,"@AmericanAir trying to modify my last name online, but option is greyed out! Any advise on how to do this?",924397,,True,False
709653,2017-10-10 20:33:54+00:00,"I'm a @SouthwestAir enthusiast, for sure, but I might have to book my next trip via @AmericanAir. Thanks for the support!  #WomenInFilm https://t.co/VU2cf0wUj1",709652,,False,False
709623,2017-10-10 20:35:04+00:00,@AmericanAir @120943 can a digiID be used for travel??,709621,,True,False
707001,2017-10-10 20:36:20+00:00,"@289025 @AmericanAir Please, fix this soon! Let her get on board, this is really outrageous.",,706999.0,True,False
709627,2017-10-10 20:36:34+00:00,"@AmericanAir If you’re short staffed I can turn a wrench if need be. Been traveling for 2 weeks, would love to get home, if it’s not asking you too much.",709625,709647.0,True,False
710169,2017-10-10 20:39:22+00:00,@AmericanAir contacted me saying they would make a one time exception by letting me on the next flight.. in 4 hours...,"710165,710170",,True,False
710165,2017-10-10 20:40:13+00:00,"@AmericanAir First off, isn't that standard practice? And second, a one time exception? As if it is my fault somehow? Unbelievable..","710166,710167,710162,710168",710169.0,True,False
2083129,2017-10-10 20:44:25+00:00,"@AmericanAir me acaba de mandar un correo que mis millas estan a punto de expirar, creo que debo hacer un viaje para reactivarlas.... 🤔",2083128,,True,False
710141,2017-10-10 20:46:53+00:00,"@AmericanAir Hi, I can't find a way to add my upcoming flights to the mobile App. Reservation has been made via Amex &amp; flight is for january",710139,,True,False
710139,2017-10-10 20:47:22+00:00,@AmericanAir How can I do this ?,710137,710141.0,True,False
2082987,2017-10-10 20:49:42+00:00,"Seriously, @AmericanAir ?! I’d say 75% of the time I fly with you, I have delays. There’s another 2 hours wasted.",2082986,,False,False
925197,2017-10-10 20:50:03+00:00,Still waiting on my Concierge Key invite from @AmericanAir . I'm sure it's in the mail.,925195,,False,False
925193,2017-10-10 20:52:41+00:00,@AmericanAir There hasn't been any updates via ur website or from airport staff. Last update was board 45 minutes ago &amp; no word since. Bad start to trip!,,925192.0,True,False
710150,2017-10-10 20:54:34+00:00,Just earned status on @Delta and they upgraded me.  Never happened on @AmericanAir .  #iwillflydeltaoveramerican,"710149,710151",,False,False
924393,2017-10-10 20:54:39+00:00,Son waiting weeks to evacuate St Croix @AmericanAir canceled  flight today rebooked 2 weeks from now #FAIL #AMJoy where are  gov flights?,924392,,False,False
710148,2017-10-10 20:55:04+00:00,@AmericanAir you guys boarded me on a plane and it got delayed 2 hours afterwards. My back is in so much pain cause of this.,710147,,True,False
709139,2017-10-10 20:55:13+00:00,@AmericanAir Thanks! Fantastic job by all today.,,709138.0,True,False
710147,2017-10-10 20:55:56+00:00,"@AmericanAir You guys did nothing to make it better. 1 cookie and 1 drink. I called you customer service, they said I have to send an email.",710146,710148.0,True,False
436554,2017-10-10 20:56:04+00:00,@AmericanAir So basically if you would fly bigger planes to LEX then there would be more availability.,436556,436553.0,True,False
710146,2017-10-10 20:56:43+00:00,@AmericanAir I would then get a response in SEVEN TO TEN business days. This is absolutely crazy. I can barely sleep and sit up due to that delay.,710145,710147.0,True,False
710156,2017-10-10 20:56:44+00:00,"How do you force people to check in thier carry on bag, couldn’t board unless you checked it in then someone goes in it ?!#AmericanAirlines",710152,,False,False
712154,2017-10-10 20:56:54+00:00,What a joke @AmericanAir booking is. Have to pay airfare plus additional hidden fee for “preferred seating” which is only thing available.,712152,,False,True
664068,2017-10-10 20:58:42+00:00,@AmericanAir We already have. The bigger concern is the $400 we had to pay just to get home after our honeymoon was canceled due to wildfires.,,664066.0,True,False
710716,2017-10-10 20:58:47+00:00,"Thanks for a great workspace @AmericanAir Oh, and also for the entertainment system that doesn't work. 2nd time in 2 months of flights w u. https://t.co/Swi0mft6K3",710715,,False,True
710720,2017-10-10 20:59:22+00:00,@AmericanAir and @145741 work so well to satisfy all there costumers.... Not. https://t.co/UTcySJtQ85,710717,,True,False
710163,2017-10-10 20:59:26+00:00,@AmericanAir This feels like a deliberate ploy to charge ppl fee's when they done their due diligence to check in on time.,923786,710162.0,True,False
664067,2017-10-10 20:59:31+00:00,@AmericanAir We were offered absolutely no flexibility to get Home after being stranded at MIA overnight,664069,664066.0,True,False
925191,2017-10-10 20:59:40+00:00,@AmericanAir We would at least like to know realistic delay instead of continually telling us we're about to board &amp; stick around. Might not fly AA again,925190,925192.0,True,False
710160,2017-10-10 21:00:21+00:00,@AmericanAir Am really left with a terrible taste in my mouth from my experience. Buyers beware when you are choosing an airline to fly with!!,710158,710162.0,True,False
710711,2017-10-10 21:00:23+00:00,@AmericanAir How about some help on AA1300 to MSY.  Waiting 1 hr for a mechanic to collar a circuit breaker - a 10 second task!,"710710,710712",,True,False
710164,2017-10-10 21:00:23+00:00,"@AmericanAir @289025 wow, so we must praise you for doing that? You should’ve fixed YOUR MISTAKE in the first place, and now she has to wait another 4hrs!?",,710162.0,True,False
925196,2017-10-10 21:02:09+00:00,@AmericanAir Was honestly messing around but appreciate the response. Almost Platinum now...I'll keep working/flying for it ha,,925195.0,True,False
433328,2017-10-10 21:03:25+00:00,"@AmericanAir Nice auto response @AmericanAir Now it just keeps getting better. Arrive in CLE 5 hours late and NO bags. 1 in PHL, 1 still in IND. u suck",433330,433327.0,True,False
710714,2017-10-10 21:03:41+00:00,@AmericanAir I’m sorry I ever strayed with United. Just got back from a short trip w/infant and your entire SAT&gt;PHX crew was amazing! 🛬👶🏻,710713,,True,False
713488,2017-10-10 21:04:17+00:00,"@AmericanAir I just got back from a trip, and my brand new suitcase that I checked has a broken wheel now, who should I talk to?","713489,713487",,True,True
710145,2017-10-10 21:04:28+00:00,@AmericanAir @JetBlue would have immediately given out credit before we even took off the ground,710144,710146.0,True,False
710154,2017-10-10 21:04:56+00:00,"@AmericanAir It’s not just my passport , you guys still haven’t looked for or located my Chinese documents &amp; US visa",,710152.0,True,False
711264,2017-10-10 21:05:16+00:00,"And rather than respond to customer complaints, @AmericanAir decided it would be easier to just block my wife on Instagram.",711257,,False,False
710143,2017-10-10 21:05:40+00:00,It's simply frustrating to lose a checked in bag via @AmericanAir @161187 @147222 @289806,710142,,False,False
710155,2017-10-10 21:05:42+00:00,@AmericanAir Can I also get an answer to how my items got out my zipped and locked bag ?,,710152.0,True,True
710153,2017-10-10 21:07:40+00:00,@AmericanAir Is it common for passengers items to be on the ground outside the ramp ?! Eventhough they never went outside?,710157,710152.0,True,False
711751,2017-10-10 21:08:19+00:00,"C’MON, @AmericanAir !! 2nd time in a week, multi-hr mech delays! I’ve got 2MM miles flown, thinking of switching airlines. Not happy. https://t.co/8hv9Aq4TxU",711750,,False,False
926472,2017-10-10 21:09:57+00:00,"@AmericanAir terrible customer service at Ezeiza in Buenos Aires. Priority cust. missed flight. No help, given a phone # and no english.",926470,,True,False
711253,2017-10-10 21:10:55+00:00,Yo know the fuck what? @AmericanAir REALLY tried it today son! YALL WILL be hearing from me TUH-DAY,711251,,False,False
710707,2017-10-10 21:11:19+00:00,"@AmericanAir Made it to Chattanooga, only 5 hours late. 

Every step of the way, @AmericanAir made it seem like I was just inconveniencing them.",710706,664075.0,True,False
711246,2017-10-10 21:11:41+00:00,@AmericanAir plane one. Mechanical failure. Deplane. 1 1/2 hours later. Plane two. Sit at gate for 45 minutes. Do any of your planes work?,711245,,True,False
710706,2017-10-10 21:12:27+00:00,@AmericanAir I probably was. Giving a paying customer attention takes work. It's easier to focus on the hardware and the employees.,710705,710707.0,True,False
710705,2017-10-10 21:13:27+00:00,@AmericanAir The American Eagle carriers are the worst. They really don't seem to enjoy their job at all.,710703,710706.0,True,False
711750,2017-10-10 21:14:19+00:00,@AmericanAir 9.5 total hours delayed!!  #unacceptable #americanairlines #thissucks,711749,711751.0,True,False
710703,2017-10-10 21:14:55+00:00,@AmericanAir I have 6 more @AmericanAir flights in the next 8 days. I expect they'll be pretty much the same.,"710702,710704",710705.0,True,False
710138,2017-10-10 21:16:52+00:00,"@AmericanAir Thing is, it does not seem to be working. My corp. travel agent did the reservation https://t.co/96PZCJhivK",710140,710137.0,True,False
711249,2017-10-10 21:17:45+00:00,I'm literally in @americanair cargo shaking because my boxes arrived. Now I just hope they find it.,711247,,False,False
926469,2017-10-10 21:18:05+00:00,@AmericanAir rockin' out our #plane to @32014 as we board. Good choice.,926468,,True,False
711285,2017-10-10 21:18:49+00:00,"@134845 @British_Airways @AmericanAir @132054 Just had an equipment swap on a LHR-BRU flight, and @132054 sent me an email that showed me this. Nothing from BA though to tell me ;) https://t.co/DCxvfCVr35","711286,711284,711287",711288.0,True,False
706991,2017-10-10 21:19:33+00:00,@AmericanAir @289025 How about you HELP the customer instead of making excuses and being dismissive on social media as well?,,706984.0,True,False
711231,2017-10-10 21:19:48+00:00,Kudos to @AmericanAir and The Bonnie Channel! #airtravel #entertainment #Filmmaking https://t.co/qIupL4V6vM,711230,,False,False
711241,2017-10-10 21:20:26+00:00,@AmericanAir why is every flight I have been on the last month delayed? My incoming flight 9631 is late and now I'm late getting to MSP,711240,,True,False
925761,2017-10-10 21:23:11+00:00,It wouldn’t be typical @AmericanAir experience for me if I didn’t have 1 bad flight experience lol 👀,925760,,False,False
711233,2017-10-10 21:23:34+00:00,What happen if i lost my conection flight because my first flight was delayed? @AmericanAir,711232,,False,False
710712,2017-10-10 21:24:45+00:00,@AmericanAir And when will that be?  We get a new delay notice every 15 minutes.  Such a long delay for such a simple fix!,711758,710711.0,True,False
709649,2017-10-10 21:24:52+00:00,@AmericanAir Another false promise by @AmericanAir figure out the issue and get a supervisor to handle the gate #notabottleofwaterhandedout #terrible,709651,709648.0,True,False
711229,2017-10-10 21:25:03+00:00,@AmericanAir sent me to the wrong desk. Nothing like holding for 30m to find this out. Weak,711228,,True,False
711235,2017-10-10 21:26:11+00:00,@AmericanAir suppose you could send ONE DAMN maintenance guy to look at it after 2 hours? #suckycustomerservice,711234,,True,False
709145,2017-10-10 21:26:56+00:00,@AmericanAir Got a call from customer service. They are going to take care of the issue once my friend is able to call and cancel his flight. Thanks. 👍,709147,709144.0,True,False
711758,2017-10-10 21:28:09+00:00,@AmericanAir Customers are getting angry and walking off the plane now.,711756,710712.0,True,False
2083313,2017-10-10 21:29:11+00:00,I'd like to thank the family in front of me in @AmericanAir LGA check-in who made me miss bag check by 2 mins &amp; put me on stand-by all day.,2083312,,False,False
711761,2017-10-10 21:30:45+00:00,@127663 @AmericanAir need more nursing lounges in terminal 4. Just  1 past security at B gates not helpful when traveling via A gates,"711760,711762",,True,False
711237,2017-10-10 21:32:27+00:00,@AmericanAir I have DMd you.,711236,711238.0,True,False
711753,2017-10-10 21:34:26+00:00,@AmericanAir has left my luggage in another state TWICE in less than a week!!!! Never again,711752,,True,False
711747,2017-10-10 21:35:46+00:00,@AmericanAir So much for making my business dinner tonight in Detroit. Last week it was 7 hours!! Something’s got to give gang.,711745,711748.0,True,False
712151,2017-10-10 21:36:29+00:00,"@AmericanAir Traveling with 2 elderly people and you want to make sure they’re not split up when there’s only 2 “preferred” seats together, yea you pay",712150,712152.0,True,False
709142,2017-10-10 21:38:20+00:00,@AmericanAir Make sure you share every passenger who rejected the vomit wrap as well -,,709141.0,True,False
712987,2017-10-10 21:39:01+00:00,"@Delta did not see that coming...
Never had this happen @AmericanAir #noteligible?
Ouch. https://t.co/xkefdxWQBP","712986,712988,712989,712990,712991",,True,False
711742,2017-10-10 21:39:49+00:00,@AmericanAir That's great but you should inform on your website. On another junker back to LA - I think ConAir has better amenities. Annoying for FF...,711741,711743.0,True,False
711739,2017-10-10 21:39:51+00:00,Let's see how many times my flight can get delayed before I get back to Phoenix 🙃 @AmericanAir,"711738,711740",,False,False
710159,2017-10-10 21:39:59+00:00,@AmericanAir @289025 Stop calling a standard practice an exception. You aren't giving her anything and trying to make it look like customer service.,710161,710158.0,True,False
712142,2017-10-10 21:43:20+00:00,"@AmericanAir Did that, I was put on an earlier flight and could leave at 11:51, reached Toronto. Again all efforts from my side but today you helped.",712141,712143.0,True,False
712137,2017-10-10 21:44:38+00:00,Really @AmericanAir? No maint crew @122122 to fix #4412 tire? Sending crew from @18059 at rush hour? 2.5 hrs+ &amp; counting #NoExcuse,712135,,False,False
712603,2017-10-10 21:46:42+00:00,@AmericanAir is there no catering truck in the entirety of DFW!? We've boarded 1544 for the second time and still waiting another hour.,712601,,True,False
